,document,clause,severity,a,ch,cr,j,law,ltd,ter,use
7826,Skype,"If Skype waives a breach of these Terms, this shall not operate as a waiver of a subsequent breach of the Terms.",0,0,0,0,0,0,0,0,0
7827,Skype,"Skype may, without prior notice, assign these Terms or any rights or obligations contained in them to any third party.",2,0,1,0,0,0,0,0,0
7828,Skype,18.6 You may not assign these Terms or any rights or obligations contained in them.,0,0,0,0,0,0,0,0,0
7829,Skype,"18.7 This paragraph 18, along with paragraphs, 4.2, 12, 20.3 and any other provisions, which are expressed or clearly intended to survive or operate in the event of termination, shall survive termination of the Terms.",0,0,0,0,0,0,0,0,0
7830,Skype,"You acknowledge and agree that if Skype is unable to provide the Software, Products and/or Skype Websites as a result of a force majeure event, Skype will not be in breach of any of its obligations towards you under these Terms.",2,0,0,0,0,0,1,0,0
7831,Skype,18.8  A force majeure event means any event beyond the control of Skype.,0,0,0,0,0,0,0,0,0
7832,Skype,<j3>These Terms other than paragraph 20.3 shall be governed by and interpreted in accordance with the laws of Luxembourg and shall be subject to the jurisdiction of the courts of the district of Luxembourg.</j3>,2,0,0,0,0,1,0,0,0
7833,Skype,18.9  Paragraph 20.3 is governed by the United States Federal Arbitration Act.,0,0,0,0,0,0,0,0,0
7834,Skype,"18.10 AVC/H.264 NOTICE: If the Software is used to make video calls (i) between a personal computer and a device that is not a personal computer or (ii) between devices that are not personal computers, the AVC/H.264 codec may be used to facilitate video functionality in which case the following notice applies: THE AVC VIDEO FUNCTIONALITY IN THIS PRODUCT IS LICENSED UNDER THE AVC PATENT PORTFOLIO LICENSE FOR THE PERSONAL AND NON-COMMERCIAL USE OF A CONSUMER TO (i) ENCODE VIDEO IN COMPLIANCE WITH THE AVC STANDARD (“AVC VIDEO”) AND/OR (ii) DECODE AVC VIDEO THAT WAS ENCODED BY A CONSUMER ENGAGED IN A PERSONAL AND NON-COMMERCIAL ACTIVITY AND/OR WAS OBTAINED FROM A VIDEO PROVIDER LICENSED TO PROVIDE AVC VIDEO.",0,0,0,0,0,0,0,0,0
7835,Skype,NO LICENSE IS GRANTED OR SHALL BE IMPLIED FOR ANY OTHER USE.,0,0,0,0,0,0,0,0,0
7836,Skype,"ADDITIONAL INFORMATION MAY BE OBTAINED FROM MPEG LA, L.L.C.",0,0,0,0,0,0,0,0,0
7837,Skype,SEE www.mpegla.com.,0,0,0,0,0,0,0,0,0
7838,Skype,19.,0,0,0,0,0,0,0,0,0
7839,Skype,PRODUCT SPECIFIC TERMS,0,0,0,0,0,0,0,0,0
7840,Skype,19.1 Skype Numbers (previously known as “Online Numbers”) and Skype To Go numbers,0,0,0,0,0,0,0,0,0
7841,Skype,(a) Availability and use.,0,0,0,0,0,0,0,0,0
7842,Skype,"Where we provide you with a Skype Number or Skype To Go number, you agree that:",0,0,0,0,0,0,0,0,0
7843,Skype,(i) you do not own the number or have a right to retain that number forever;,0,0,0,0,0,0,0,0,0
7844,Skype,(ii) the number provided to you is subject to applicable numbering rules and regulatory practices;,0,0,0,0,0,0,0,0,0
7845,Skype,"(iii) you will comply on an ongoing basis with any specific number allocation requirements that we make you aware of, or any reasonable instructions that Skype or Skype’s partners may give to you with regard to the use of the numbers and the Products;",0,0,0,0,0,0,0,0,0
7846,Skype,(iv) you will not transfer or attempt to transfer your number to any third party.,0,0,0,0,0,0,0,0,0
7847,Skype,"In particular, you are responsible for compliance with any requirements related to residency and or location; and",0,0,0,0,0,0,0,0,0
7848,Skype,"Skype reserves the right to change the terms related to Skype Numbers and/or Skype To Go numbers, including without limitation to impose or amend any residency requirements and/or require the provision of further user information for continued access to such numbers.",2,0,1,0,0,0,0,0,0
7849,Skype,"(v) you will supply accurate, complete and up-to-date information to us where we request it and inform us where such information changes.",0,0,0,0,0,0,0,0,0
7850,Skype,"In certain countries, a number may be made available to you by a Skype partner rather than Skype, and you may need to enter into a separate agreement with such partner.",0,0,0,0,0,0,0,0,0
7851,Skype,"If Skype needs to withdraw or change the number that has been made available to you, Skype will use commercially reasonable endeavours to notify you by e-mail, stating the effective date of the change and where possible, your new number.",2,0,1,0,0,0,0,0,0
7852,Skype,(b) Other changes to numbers.,0,0,0,0,0,0,0,0,0
7853,Skype,"If you do not wish to accept this new number, you are entitled to terminate your number.",0,0,0,0,0,0,0,0,0
7854,Skype,19.2 User Account on Skype Manager,0,0,0,0,0,0,0,0,0
7855,Skype,(a) You are not permitted to belong to more than one Skype Manager at the same time.,0,0,0,0,0,0,0,0,0
7856,Skype,The right to use the number and the cancellation of such right rest with the Skype Manager administrator at his/her sole discretion and not you.,3,0,0,0,0,0,0,1,0
7857,Skype,"(b) Any Skype Number purchased before 21 July 2009 and allocated to you by a Skype Manager administrator shall be taken back by the administrator of the Skype Manager, if you leave the Skype Manager account for any reason.",0,0,0,0,0,0,0,0,0
7858,Skype,(c) Personal and traffic data – Members.,0,0,0,0,0,0,0,0,0
7859,Skype,"As a member of a Skype Manager account you acknowledge and agree that the administrator of the Skype Manager may, if you agree, view detailed information about the activity on your User Account including the time, date, duration and destination number of calls and SMS made and details of your purchases and downloads.",0,0,0,0,0,0,0,0,0
7860,Skype,You can withdraw your agreement at any time by changing the settings on your User Account.,0,0,0,0,0,0,0,0,0
7861,Skype,"If you provide personal data including your name and job title to be included on the Skype Manager directory, you acknowledge that other members of that Skype Manager may view such data.",0,0,0,0,0,0,0,0,0
7862,Skype,19.3 Subscriptions,0,0,0,0,0,0,0,0,0
7863,Skype,(a) Fair Usage Policy.,0,0,0,0,0,0,0,0,0
7864,Skype,"At Skype, we want all of our customers to get the best calling plans, known as ‘subscriptions’, at the lowest possible price.",0,0,0,0,0,0,0,0,0
7865,Skype,"This Fair Usage Policy (""FUP"") is designed to prevent fraud and abuse of our subscriptions by a small number of users.",0,0,0,0,0,0,0,0,0
7866,Skype,"Subject to this FUP, Skype’s unlimited subscriptions allow unlimited calls to landlines in the applicable subscription countries (excluding special, premium, service and non-geographic numbers).",0,0,0,0,0,0,0,0,0
7867,Skype,Unlimited calls to mobiles may also be included where stated at the time of purchase.,0,0,0,0,0,0,0,0,0
7868,Skype,All calls will be disconnected and require a re-dial after a 2-hour duration.,0,0,0,0,0,0,0,0,0
7869,Skype,Skype’s subscriptions are for individual use only (personal or business communications) in accordance with our Terms of Use and this FUP (“Legitimate Use”).,0,0,0,0,0,0,0,0,0
7870,Skype,The following is a non-exhaustive list of practices that would not be considered Legitimate Use:,0,0,0,0,0,0,0,0,0
7871,Skype,(i) Using subscriptions for telemarketing or call centre operations;,0,0,0,0,0,0,0,0,0
7872,Skype,(ii) Re-selling subscription minutes;,0,0,0,0,0,0,0,0,0
7873,Skype,"(iii) Sharing subscriptions between users whether via a PBX, call centre, computer or any other means;",0,0,0,0,0,0,0,0,0
7874,Skype,"(iv) Calling numbers (whether singly, sequentially or automatically) to generate income for yourself or others as a result of merely placing the call, other than for your individual business communications (and subject to paragraph 4.1 of the Terms of Use); and",0,0,0,0,0,0,0,0,0
7875,Skype,"(v) Unusual calling patterns inconsistent with normal, individual subscription use, for example, regular calls of short duration or calls to multiple numbers in a short period of time.",0,0,0,0,0,0,0,0,0
7876,Skype,"Skype may at its option, terminate its relationship with you, or may suspend your subscription immediately if it determines you are using your subscription contrary to this FUP or Skype’s Terms of Use.",2,0,0,0,0,0,0,1,0
7877,Skype,"Other practices may be relevant in determining Legitimate Use and Skype reserves the right to take any unlawful, prohibited, abnormal or unusual activity into account in making its determination.",0,0,0,0,0,0,0,0,0
7878,Skype,"Where reasonable, Skype will provide you with notice of improper usage before suspension or termination of your subscription and, if appropriate, Skype may offer you an alternative subscription.",0,0,0,0,0,0,0,0,0
7879,Skype,<ter3>Skype reserves the right to withdraw or change the subscriptions at any time.</ter3>,2,0,1,0,0,0,0,0,0
7880,Skype,"(b)  If Skype changes the Products included in your subscription, Skype will notify you by email stating the changes and their effective date.",0,0,0,0,0,0,0,0,0
7881,Skype,"If you do not wish to accept these changes, you are entitled to terminate your subscription, with effect from the date on which the changes are due to take effect.",0,0,0,0,0,0,0,0,0
7882,Skype,(c) The “Unlimited World Extra” subscription has a minimum fixed term of 2 years from the date of purchase.,0,0,0,0,0,0,0,0,0
7883,Skype,You are not permitted to terminate it before the expiry of the 2-year minimum term except in case of breach by Skype of the Terms.,0,0,0,0,0,0,0,0,0
7884,Skype,This subscription is billed monthly as a recurring payment.,0,0,0,0,0,0,0,0,0
7885,Skype,19.4 Skype WiFi,0,0,0,0,0,0,0,0,0
7886,Skype,Skype WiFi is provided by one of Skype’s WiFi partners.,0,0,0,0,0,0,0,0,0
7887,Skype,Your use of Skype WiFi is subject to that partner’s terms of service.,0,0,0,0,0,0,0,0,0
7888,Skype,"Before you start a Skype WiFi session at a specific WiFi hotspot, you will be notified of the identity of the WiFi provider and their terms of service.",0,0,0,0,0,0,0,0,0
7889,Skype,"You will have to read their terms of service, which you agree to be subject to by proceeding with the Skype WiFi session.",0,0,0,0,0,0,0,0,0
7890,Skype,"You can pay for Skype WiFi using your Skype Credit balance, and your use of Skype Credit is subject to these Terms of Service.",0,0,0,0,0,0,0,0,0
7891,Skype,19.5 SMS,0,0,0,0,0,0,0,0,0
7892,Skype,Each SMS message has a limit of 160 characters.,0,0,0,0,0,0,0,0,0
7893,Skype,If you type a longer message it will be broken down into several SMS messages and you will be charged for each message sent.,0,0,0,0,0,0,0,0,0
7894,Skype,If you send SMS messages to more than one person you will be charged for each SMS sent to each recipient.,0,0,0,0,0,0,0,0,0
7895,Skype,"If Skype cannot (for whatever reason) send your SMS, Skype will continue to try and send the message for up to 24 hours after which time the SMS charge will be refunded to your Skype Credit balance automatically if delivery is unsuccessful.",0,0,0,0,0,0,0,0,0
7896,Skype,19.6 Group Video Calling,0,0,0,0,0,0,0,0,0
7897,Skype,Skype reserves the right to change the fair usage policy at any time. Changes shall become effective when published on the Skype Website.,2,0,1,0,0,0,0,0,0
7898,Skype,Your continued use of a Skype Premium Subscription after publication on the Skype Website shall constitute your acceptance to be bound by the terms and conditions of the revised fair usage policy.,2,0,0,0,0,0,0,0,1
7899,Skype,(a) A fair usage policy applies at www.skype.com/go/terms.gvc.fairusage and is incorporated herein by reference.,0,0,0,0,0,0,0,0,0
7900,Skype,(b) Number of Participants.,0,0,0,0,0,0,0,0,0
7901,Skype,"The number of permitted participants on a group video call varies from 3 to a maximum of 10, subject to system requirements.",0,0,0,0,0,0,0,0,0
7902,Skype,You can find more details at www.skype.com/go/skypepremium.,0,0,0,0,0,0,0,0,0
7903,Skype,(c) Audio Conversion.,0,0,0,0,0,0,0,0,0
7904,Skype,"If a Skype Premium Subscription or Day Pass expires during a group video call, or it has exceeded the fair usage limit, or the owner of the Skype Premium Subscription leaves the call (and there is no other participant on the call who owns a Skype Premium Subscription), then the call will convert from video to audio.",0,0,0,0,0,0,0,0,0
7905,Skype,(d) Software Versions.,0,0,0,0,0,0,0,0,0
7906,Skype,"If a participant of a group video call is not on a version of Internet Communications Software that supports group video calls, then the call will be an audio call only for that participant.",0,0,0,0,0,0,0,0,0
7907,Skype,"For details of the system requirements for group video calling, please see www.skype.com/go/skypepremium.requirements.",0,0,0,0,0,0,0,0,0
7908,Skype,(e) Live chat.,0,0,0,0,0,0,0,0,0
7909,Skype,Live chat customer support is available as part of the Skype Premium Subscription.,0,0,0,0,0,0,0,0,0
7910,Skype,"This support is available 24 hours a day, every day, and only in English.",0,0,0,0,0,0,0,0,0
7911,Skype,19.7 Qik Premium Fair Usage Policy,0,0,0,0,0,0,0,0,0
7912,Skype,Qik Premium is subject to a fair usage policy of 15GB of video storage per user per month and each video can be no more than 90 minutes in duration.,0,0,0,0,0,0,0,0,0
7913,Skype,Once these limits have been reached you cannot upload any new videos in that month or continue recording beyond the 90-minute mark.,0,0,0,0,0,0,0,0,0
7914,Skype,Skype reserves the right to change the fair usage policy at any time.,2,0,1,0,0,0,0,0,0
7915,Skype,Your continued use of Qik Premium after publication on the Skype Website shall constitute your acceptance to be bound by the terms and conditions of the revised fair usage policy.,2,0,0,0,0,0,0,0,1
7916,Skype,Changes shall become effective when published on the Skype Website.,0,0,0,0,0,0,0,0,0
7917,Skype,19.8 Skype Video Messaging (“Video Messaging”),0,0,0,0,0,0,0,0,0
7918,Skype,"If you are not a Skype Premium subscriber, the number of Video Messages you can send are limited and will be subject to an expiry date.",0,0,0,0,0,0,0,0,0
7919,Skype,"Skype may in its option, terminate its relationship with you, or suspend your account immediately if it determines you are using Video Messaging contrary to this FUP or these Terms.",2,0,0,0,0,0,0,1,0
7920,Skype,Fair Use Policy: This FUP is designed to prevent fraud and abuse of Video Messaging.,0,0,0,0,0,0,0,0,0
7921,Skype,"Video Messaging is for personal, individual and non-commercial use only, and to be in accordance with these Terms at all times (“Legitimate Use”).",0,0,0,0,0,0,0,0,0
7922,Skype,"Skype reserves the right to take any unlawful, prohibited, abnormal or unusual activity into account in making its determination as to whether your activity does not constitute Legitimate Use.",0,0,0,0,0,0,0,0,0
7923,Skype,20.,0,0,0,0,0,0,0,0,0
7924,Skype,PAY BY MOBILE,0,0,0,0,0,0,0,0,0
7925,Skype,20.1 This section applies if you select a third-party payment system that enables you to pay for Skype Credit and certain Paid for Products via your mobile phone bill where applicable (“Pay by Mobile”).,0,0,0,0,0,0,0,0,0
7926,Skype,20.2 By selecting or using Pay by Mobile:,0,0,0,0,0,0,0,0,0
7927,Skype,(a) You authorise your mobile phone carrier to charge appropriate fees directly to your mobile phone bill; and,0,0,0,0,0,0,0,0,0
7928,Skype,"(b) You represent that you are the person or entity responsible for the mobile phone account associated with the mobile number you provide when using Pay by Mobile, or are authorised by that person or entity to incur such charges.",0,0,0,0,0,0,0,0,0
7929,Skype,20.3 BINDING ARBITRATION AND CLASS ACTION WAIVER FOR UNITED STATES ACCOUNTS.,0,0,0,0,0,0,0,0,0
7930,Skype,"If you select Pay by Mobile and your mobile phone account is registered with a mobile phone carrier in the USA or you reside in the USA, the following additional terms apply:",0,0,0,0,0,0,0,0,0
7931,Skype,"(a) Paragraph 20.3 applies to any dispute arising between you and either Skype or any third party including mobile phone carriers and Skype’s corporate affiliates (collectively, “Disputed Party” or “Disputed Parties”) relating to your use of Pay by Mobile, EXCEPT IT DOES NOT INCLUDE A DISPUTE RELATING TO THE ENFORCEMENT OR VALIDITY OF YOUR, SKYPE’S, OR EITHER OF OUR LICENSORS’ INTELLECTUAL PROPERTY RIGHTS.",0,0,0,0,0,0,0,0,0
7932,Skype,"Dispute, for purposes of paragraph 20.3, means any dispute, action, or other controversy whether in contract, warranty, tort, statute, regulation, ordinance, or any other legal or equitable basis.",0,0,0,0,0,0,0,0,0
7933,Skype,Dispute will be given the broadest possible meaning allowable under law.,0,0,0,0,0,0,0,0,0
7934,Skype,"(b) In the event of a dispute, you must provide Skype or other Disputed Party with a Notice of Dispute, which is a written statement of the name, address and contact information of the party giving it, the facts giving rise to the dispute, and the relief requested.",0,0,0,0,0,0,0,0,0
7935,Skype,"You must send any Notice of Dispute to Skype or its corporate affiliate at ATTN: Legal Department, Microsoft Corporation One Microsoft Way Redmond, WA 98052-7329.",0,0,0,0,0,0,0,0,0
7936,Skype,"and to any other Disputed Party at its principal place of business in the USA, marked ATTN: Legal Department.",0,0,0,0,0,0,0,0,0
7937,Skype,"The Disputed Party will send any Notice of Dispute to your address if it has it, or otherwise to your e-mail address on file.",0,0,0,0,0,0,0,0,0
7938,Skype,"You and the Disputed Party will attempt to resolve any dispute through informal negotiation within 60 days from the date the Notice of Dispute is sent, after which you or the Disputed Party may commence arbitration.",0,0,0,0,0,0,0,0,0
7939,Skype,"You may also litigate any dispute in a small claims court in your county of residence, if the dispute meets all requirements to be heard in the small claims court.",1,0,0,0,1,0,0,0,0
7940,Skype,(c)  You may litigate in a small claims court whether or not you negotiated informally first.,0,0,0,0,0,0,0,0,0
7941,Skype,"If you and a Disputed Party do not resolve any dispute by informal negotiation or in small claims court, any other effort to resolve the dispute will be conducted exclusively by binding arbitration governed by the United States Federal Arbitration Act (“FAA”).",2,1,0,0,0,0,0,0,0
7942,Skype,(d) Binding Arbitration.,0,0,0,0,0,0,0,0,0
7943,Skype,You are giving up the right to litigate (or participate in as a party or class member) all disputes in court before a judge or jury.,0,0,0,0,0,0,0,0,0
7944,Skype,"Instead, all disputes will be resolved before a neutral arbitrator, whose decision will be final except for a limited right of appeal under the FAA.",0,0,0,0,0,0,0,0,0
7945,Skype,Any court with jurisdiction over the parties may enforce the arbitrator’s award.,0,0,0,0,0,0,0,0,0
7946,Skype,(e) Class Action Waiver.,0,0,0,0,0,0,0,0,0
7947,Skype,Any proceedings to resolve or litigate any dispute in any forum will be conducted solely on an individual basis.,0,0,0,0,0,0,0,0,0
7948,Skype,"Neither you nor a Disputed Party will seek to have any dispute heard as a class action, private attorney general action, or in any other proceeding in which either party acts or proposes to act in a representative capacity.",0,0,0,0,0,0,0,0,0
7949,Skype,No arbitration or proceeding will be combined with another without the prior written consent of all parties to all affected arbitrations or proceedings.,0,0,0,0,0,0,0,0,0
7950,Skype,(f) Any arbitration will be conducted by the American Arbitration Association (the “AAA”) under its Commercial Arbitration Rules.,0,0,0,0,0,0,0,0,0
7951,Skype,"If you are an individual and use the Software or Products for personal or household use, or if the value of the dispute is $75,000 USD or less whether or not you are an individual or how you use them, its Supplementary Procedures for Consumer-Related Disputes will also apply.",0,0,0,0,0,0,0,0,0
7952,Skype,"For more information, see adr.org or call +1-800-778-7879.",0,0,0,0,0,0,0,0,0
7953,Skype,"In a dispute involving $75,000 USD or less, Skype will promptly reimburse your filing fees and pay the AAA’s and arbitrator’s fees.",0,0,0,0,0,0,0,0,0
7954,Skype,"You and Skype agree to the terms governing procedures, fees and incentives at go.microsoft.com/fwlink/?linkid=275219.",0,0,0,0,0,0,0,0,0
7955,Skype,"To commence arbitration, submit the form available at go.microsoft.com/fwlink/?linkid=275627 to the AAA.",0,0,0,0,0,0,0,0,0
7956,Skype,"You agree to commence arbitration only in your county of residence, in Santa Clara County, California, or another Disputed Party’s principal place of business in the USA.",0,0,0,0,0,0,0,0,0
7957,Skype,Skype and other Disputed Parties agree to commence arbitration only in your county of residence.,0,0,0,0,0,0,0,0,0
7958,Skype,"(g) To the extent permitted by law, any claim or dispute relating to your use of Pay by Mobile must be filed within one year in small claims court (paragraph 20.3(c)) or in arbitration (paragraph 20.3(d)).",0,0,0,0,0,0,0,0,0
7959,Skype,The one-year period begins when the claim or dispute first could be filed.,0,0,0,0,0,0,0,0,0
7960,Skype,"If such a claim or dispute is not filed within one year, it is permanently barred.",0,0,0,0,0,0,0,0,0
7961,Skype,(h) Rejecting Future Arbitration Changes.,0,0,0,0,0,0,0,0,0
7962,Skype,You may reject any change Skype makes to paragraph 20.3 (other than address changes) by sending us notice within 30 days of the change by U.S.,0,0,0,0,0,0,0,0,0
7963,Skype,Mail to the address in paragraph 20.3(b).,0,0,0,0,0,0,0,0,0
7964,Skype,"If you do, the most recent version of paragraph 20.3 before the change you rejected will apply.",0,0,0,0,0,0,0,0,0
7965,Skype,"(i) If the class action waiver in paragraph 20.3(e) is found to be illegal, invalid or unenforceable as to all or some parts of a dispute, then paragraph 20.3 will not apply to those parts.",0,0,0,0,0,0,0,0,0
7966,Skype,"Instead, those parts will be severed and proceed in a court of law, with the remaining parts proceeding in arbitration.",0,0,0,0,0,0,0,0,0
7967,Skype,"If any other provision of paragraph 20.3 is found to be illegal, invalid or unenforceable, that provision will be severed with the remainder of paragraph 20.3 remaining in full force and effect.",0,0,0,0,0,0,0,0,0
7968,Skype,"BY CLICKING ON THE ACCEPT BUTTON AND/OR CONTINUING TO INSTALL THE SOFTWARE OR USE THE SOFTWARE, PRODUCTS AND/OR SKYPE WEBSITES, YOU EXPRESSLY CONSENT TO BE BOUND BY ITS TERMS AND CONDITIONS AND GRANT TO SKYPE THE RIGHTS SET FORTH HEREIN.",2,0,0,0,0,0,0,0,1
7969,Skype,"YOU EXPRESSLY ACKNOWLEDGE THAT YOU HAVE READ THESE TERMS AND UNDERSTAND THE RIGHTS, OBLIGATIONS, TERMS AND CONDITIONS SET FORTH HEREIN.",0,0,0,0,0,0,0,0,0
7970,Duolingo,Terms and Conditions of Service,0,0,0,0,0,0,0,0,0
7971,Duolingo,General,0,0,0,0,0,0,0,0,0
7972,Duolingo,"By accessing or using any part of the Service, you represent that you have read, understood, and agree to be bound by these Terms and Conditions including any future modifications.",2,0,0,0,0,0,0,0,1
7973,Duolingo,"Duolingo may amend, update or change these Terms and Conditions.",2,0,1,0,0,0,0,0,0
7974,Duolingo,Any revisions to these Terms and Conditions will become effective the earlier of (i) the end of such 7-day period or (ii) the first time you access or use the Service after such changes.,2,0,0,0,0,0,0,0,1
7975,Duolingo,"Duolingo websites (“Websites”) and mobile applications, including the Tinycards application (“Apps”) and related services (together with the Websites, the “Service”), including our language proficiency testing services (the “Duolingo English Test”) are operated by Duolingo, Inc.",0,0,0,0,0,0,0,0,0
7976,Duolingo,"(“Duolingo,” “us,” or “we”).",0,0,0,0,0,0,0,0,0
7977,Duolingo,Access and use of the Service is subject to the following Terms and Conditions of Service (“Terms and Conditions”).,0,0,0,0,0,0,0,0,0
7978,Duolingo,"If we do this, we will post a notice that we have made changes to these Terms and Conditions on the Websites for at least 7 days after the changes are posted and will indicate at the bottom of the Terms and Conditions the date these terms were last revised.",0,0,0,0,0,0,0,0,0
7979,Duolingo,"If you do not agree to abide by these Terms and Conditions, you are not authorized to use, access or participate in the Service.",0,0,0,0,0,0,0,0,0
7980,Duolingo,"PLEASE NOTE THAT THESE TERMS AND CONDITIONS CONTAIN A MANDATORY ARBITRATION OF DISPUTES PROVISION THAT REQUIRES THE USE OF ARBITRATION ON AN INDIVIDUAL BASIS TO RESOLVE DISPUTES IN CERTAIN CIRCUMSTANCES, RATHER THAN JURY TRIALS OR CLASS ACTION LAWSUITS.",0,0,0,0,0,0,0,0,0
7981,Duolingo,VIEW THESE TERMS IN “GOVERNING LAW AND ARBITRATION” BELOW.,0,0,0,0,0,0,0,0,0
7982,Duolingo,Description of Service,0,0,0,0,0,0,0,0,0
7983,Duolingo,"<ch2>Duolingo may, in its sole discretion and at any time, update, change, suspend, make improvements to or discontinue any aspect of the Service, temporarily or permanently.</ch2>",3,0,0,0,0,0,0,1,0
7984,Duolingo,"The Service allows users to access and use a variety of educational services, including learning or practicing a language, taking examinations in the Duolingo English Test, and creating and viewing flashcards on the Tinycards App.",0,0,0,0,0,0,0,0,0
7985,Duolingo,Registration; Submission of Content,0,0,0,0,0,0,0,0,0
7986,Duolingo,A.,0,0,0,0,0,0,0,0,0
7987,Duolingo,REGISTRATION,0,0,0,0,0,0,0,0,0
7988,Duolingo,"In connection with registering for and using the Service, you agree (i) to provide accurate, current and complete information about you and/or your organization as requested by Duolingo; (ii) to maintain the confidentiality of your password and other information related to the security of your account; (iii) to maintain and promptly update any registration information you provide to Duolingo, to keep such information accurate, current and complete; and (iv) to be fully responsible for all use of your account and for any actions that take place through your account.",0,0,0,0,0,0,0,0,0
7989,Duolingo,B.,0,0,0,0,0,0,0,0,0
7990,Duolingo,COURSE CONTRIBUTOR SUBMISSIONS,0,0,0,0,0,0,0,0,0
7991,Duolingo,"If you are or become a Course Contributor, you may offer to translate or have translated certain existing courses into other languages and you may offer to contribute new courses to the Service, as agreed between you and Duolingo on a case-by-case basis.",0,0,0,0,0,0,0,0,0
7992,Duolingo,"Subject to any guidelines posted on the Service, you may perform any such translations or create any such courses in accordance with your own schedule and using your own facilities and resources.",0,0,0,0,0,0,0,0,0
7993,Duolingo,You are not required to become a Course Contributor and you may cease your activities as a Course Contributor at any time.,0,0,0,0,0,0,0,0,0
7994,Duolingo,You acknowledge that you do not desire and will not receive compensation for your activities as a Course Contributor or for our use of any Course Contributor Materials (as defined below) you submit.,0,0,0,0,0,0,0,0,0
7995,Duolingo,"Any translation of an existing Duolingo course you submit or have submitted and any new language course you submit or have submitted as a Course Contributor (collectively, “Course Contributor Materials”) are owned by you (subject of course to us retaining ownership of the existing Duolingo course you translated).",0,0,0,0,0,0,0,0,0
7996,Duolingo,"By submitting any Course Contributor Material, you grant us a fully paid up, royalty-free, perpetual, sublicensable license to reproduce, display, perform, modify, create derivative works of, distribute and otherwise use such Course Contributor Material in any manner.",0,0,0,0,0,0,0,0,0
7997,Duolingo,C.,0,0,0,0,0,0,0,0,0
7998,Duolingo,GENERAL CONTENT,0,0,0,0,0,0,0,0,0
7999,Duolingo,"As a condition of submitting any ratings, reviews, information, data, text, photographs, audio clips, audiovisual works, translations, flashcards or other materials on the Services (“Content”), you hereby grant to Duolingo a royalty free, perpetual, irrevocable, worldwide, nonexclusive, transferable, and sublicensable license to use, reproduce, copy, adapt, modify, merge, distribute, publicly display, create derivative works from, incorporate such Content into other works; sublicense through multiple tiers the Content, and acknowledge that this license cannot be terminated by you once your Content is submitted to the Services.",0,0,0,0,0,0,0,0,0
8000,Duolingo,"You represent that you own or have secured all legal rights necessary for the Content submitted by you to be used by you, Duolingo, and others as described and otherwise contemplated in these Terms and Conditions.",0,0,0,0,0,0,0,0,0
8001,Duolingo,You understand that other users will have access to the Content and that neither they or Duolingo have any obligation to you or anyone else to maintain the confidentiality of the Content.,0,0,0,0,0,0,0,0,0
8002,Duolingo,Your Representations and Warranties,0,0,0,0,0,0,0,0,0
8003,Duolingo,"You represent and warrant to Duolingo that your access and use of the Service will be in accordance with these Terms and Conditions and with all applicable laws, rules and regulations of the United States and any other relevant jurisdiction, including those regarding online conduct or acceptable content, and those regarding the transmission of data or information exported from the United States and/or the jurisdiction in which you reside.",0,0,0,0,0,0,0,0,0
8004,Duolingo,"You further represent and warrant that you have created or own any material you submit via the Service (including Translation Materials, Course Contributor Materials, Activity Materials, and Content) and that you have the right, as applicable, to grant us a license to use that material as set forth above or the right to assign that material to us as set forth below.",0,0,0,0,0,0,0,0,0
8005,Duolingo,"If you register with the Duolingo English Test, you further represent and warrant that the identification materials you submit to Duolingo are true and accurate representations of legal identification documents, issued to you by a government entity in accordance with local laws, and that you are registering for the Duolingo English Test for the express purpose of taking a language examination.",0,0,0,0,0,0,0,0,0
8006,Duolingo,"You further represent and warrant that you will carefully safeguard your password, user name, and account information, will not share your password or user name with any third party, and will not allow any third party to access your Duolingo English Test account for any purpose.",0,0,0,0,0,0,0,0,0
8007,Duolingo,"You represent and warrant that (1) you are not organized under the laws of, operating from, or otherwise ordinarily resident in a country or territory that is the target or comprehensive U.S.",0,0,0,0,0,0,0,0,0
8008,Duolingo,"economic or trade sanctions (i.e., an embargo) or (2) identified on a list of prohibited or restricted persons, such as the U.S.",0,0,0,0,0,0,0,0,0
8009,Duolingo,"Treasury Department’s List of Specially Designated Nationals and Blocked Persons, or (3) otherwise the target of U.S.",0,0,0,0,0,0,0,0,0
8010,Duolingo,sanctions.,0,0,0,0,0,0,0,0,0
8011,Duolingo,Inappropriate Use,0,0,0,0,0,0,0,0,0
8012,Duolingo,"You will not upload, display or otherwise provide on or through the Service any content that: (i) is libelous, defamatory, abusive, threatening, harassing, hateful, offensive or otherwise violates any law or infringes upon the right of any third party (including copyright, trademark, privacy, publicity or other personal or proprietary rights); or (ii) in Duolingo’s sole judgment, is objectionable or which restricts or inhibits any other person from using the Service or which may expose Duolingo or its users to any harm or liability of any kind.",0,0,0,0,0,0,0,0,0
8013,Duolingo,"You will not use the Duolingo English Test to collect information about our testing process or to develop strategy, guides or other testing preparation material or a similar testing service, and you will not violate any rules applicable to the English Test or otherwise cheat or circumvent the applicable procedures when taking an English Test.",0,0,0,0,0,0,0,0,0
8014,Duolingo,Indemnification of Duolingo,0,0,0,0,0,0,0,0,0
